review_text,sentiment
"Makes my lips so soft and so cute. Sometimes I even use it as a lip gloss and just wear it outside. I put it on at night, and wake up with the most softest lips ever. AMAZING❤️",2
I love Laneige lip sleep mask and am so glad they came out with more scents.  This has a grape scent that reminds me of Life Savers in the Wild Berry flavor. The mask is thick and does a nice job at hydrating and keeping my lips moisturized overnight.  Whenever my lips get dry or cracked I know I can rely on this lip mask to quickly repair my lips in a day. I also love using it under my lip glosses and lipsticks to help keep my lips from drying out.,2
"This product might be ok for lips, but it is a sticky, goopy mess. It’s like glue. I have to scrub my finger with soap after putting it on and it still doesn’t all come off. Forget putting it by your bedside or without a sink nearby.",0
"wear overnight, wake up with plump & hydrated lips. so good.",2
I love that this is easy to use and you can use it for several things! I did try it on my face and it did moisturize but also caused breakouts.,2
"This product smells and feels SOOO good but, I put it on overnight and in the morning my lips were so dry and irritated for the entire day. My Carmex works way better for moisture and soft lips.",0
I am always looking for something to treat my peeling lips and this product is tops! I love the little applicator that comes with this super rich balm which smells and feels great on. I chose Vanilla for my first flavor; will definitely buy again!,2
"Unfortunately, this broke me out all along my lip line. I was super excited about this product and bought the full size version today. About an hour of putting it on when I got home, I noticed a bunch of tiny bumps along my top lip. Apparently, this happens to some people. It also was really drying on my lips. I guess the fragrance was not good for me.",0
"I suffer from acne and milia, did not notice a difference in my skin. Pimples took the regular amount of time to go down and no difference in the texture of my face. Very pricey for little reward!",0
"I... how... this is just SO amazing! I use it both as a lip mask at night, and a lip balm in the day. Absolutely lovely, and it makes your lips soo soft! I love the scent too! 10/10 recommend",2
This smells amazing like candy. My lips get dry with lipsticks and I usually have to have really good lip balm under it. Since I’ve been using the gummy bear I don’t need it any longer. It’s super thick it comes with a little applicator which is great but it would be better if it was part of the packaging as it’s small. Maybe something in the inner cap? I put it on right before I go to sleep because it’s very thick but not in a gross way. Will buy again.,2
Nothing makes my lips as soft as this stuff does.  I use it day and night.  Best lip product I’ve ever used.  Wish I could give it more than five stars.,2
"I was so excited when I received DR. DENNIS GROSS SKINCARE Alpha Beta Extra Strength Daily Peel from “PINCHme” It was a quick & easy 2-Step Treatment, That worked Great!! My skin is glowing!! It feels soft & smooth. I noticed a difference immediately!! This is the only product that actually faded the hyperpigmentation/dark spots on my face. Awesome Product!! Thank You, DR. GROSS......",2
"I’ve used many products and this is the only thing that works and hydrates my lips the longest. I wear it at night and then again first thing in the morning. I also apply lipstick over it and I find that because this product is thick and rich, only highly pigmented lipsticks work with it. I use Fresh’s advanced therapy lip balm if I want to use lighter shades. I suggest 3 things for healthy lips: 1) Drink lots of water; 2) Only use clean lip care products; and 3) Scrub excess skin off your lips in the shower for this product to absorb better. I’ve tried sugar scrubs and other types of scrubs but save your money and just scrub your lips while they are damp not super wet.",2
I received a sample of this product while buying something else and OMG I love it! Definitely adding it to my routine!!,2
This is my holy grail skincare product these days. I’m currently on accutane and was told by my doctor I would get VERY dry. All I use is a thick moisturizer and top it off with this oil morning and night and it has SAVED my skin! I’m over a month into accutane and have no dry spots on my face and I’m still able to wear makeup. I feel this oil locks in my moisturizer and he’s keep me hydrated and moisturized all day long. I think I would be shriveled up into a prune by now if it weren’t for this! Love love LOVE!!!,2
"I’ve used the Sweet Candy & Gummy Bear both and love them equally! Both I use day and night because I just have dry lips naturally. Both have a nice transparent gloss look, they are thicker so a little goes a LONG way. The jars last very long so worth the price! Smells great.",2
"I love this lip sleeping mask! I had a sample size of the original scented sleeping mask, that I really liked. So, when I heard that Laneige came out with a gummy bear scented one, I had to have it. It smells just like grape gummy bears! I like that it came with a tiny spatula, for applying it on your lips. And it makes my lips so smooth and soft. I like it enough to wear it during the day too.",2
This cream feels amazing going on your skin. It even smells nice but within 24 hours of using it I broke out like a teenager. I thought well I’ll use it on less sensitive skin like my arms and legs...nope! I actually had a breakout on my arms! That has never happened to me before. Highly recommend you test this somewhere inconspicuous before using on your face it doesn’t agree with everyone!,0
"I love the texture and flavor of this lip mask. Also, it really works! A new love interest kissed me for the first time the other day, and he literally paused the kiss to tell me that I legitimately had the softest lips he had ever kissed before. This is never an area I have received compliments in before. He was very impressed with my lips and I was very impressed with this mask.",2
"I don’t like the dry feel of nothing on my lips, so for many years, I applied lip balm all day. Lip balm works when you first apply it, but then wears off so quickly, leaving my lips even more dry. I decided to try this, due to the rave reviews on YouTube. Before bed, I apply a decent amount with the soft smooth Applicator, and it keeps my lips from feeling dry all day!  Like I never need to reapply lip balm, my lips are always hydrated!  It’s a miracle product or sure!  And the Original - Berry has no flavor, which I also enjoy, because before bed, the last thing I want is to smell or taste a lip product.",2
I’ve only used this 2 nights in a row and I notice such a big difference already! my lips feel smoother and more hydrated than ever,2
my favorite moisturizer! for a while i had really painful dry patches and acne and it helped with both. I also like how it doesn’t make me too shiny in the morning but feels hydrating.,2
"I was very excited to try this out since I struggle with dry lips and all I read were good reviews. It moisturizes; however, I feel like a $4 tube of Aquaphor from CVS does a better job.",0
"okay so yes it’s expensive so I typically only use this once every three nights and swap it in with other AHA peel products. HOWEVER I am in love. a) I love how I can pack the little individual sachets with me on vacay, b) I’ve found this product very effective for basically brightening, evening and toning my skin. I have NOT noticed a difference in my dark spots but overall my face feels healthy and supple after using these.  if you have acne marks this will change your life!",2
"it provides nothing nourishing, not that lips really need it.  it’s like a thin paraffin wax.  PERIOD.  no ’special care included.Going back to tried and true vegan agave Bite Beauty Lip Mask",0
"This is my favorite skin care product of all time. I use these twice a week before bed, followed by a good night cream and I wake up with the softest, glowiest skin. Absolutely love. If you’re on the fence, by the mini pack of 5 for $17. Great way to see how they work for your skin.",2
After a never ending parade of skincare products for YEARS I finally found a great moisturizer that’s it. The thickness of the cream looked like a bit much for my oily acne prone skin but as a very traditional cream it soothes and moisturizes heavenly for my dry patches. After a good facial peel or exfoliation this is wonderfully fresh and so soothing.,2
"It’s okay. The eucalyptus extract is irritating and turns my skin slightly red when I use it but, keep in mind my skin tone is tan so, it doesn’t usually turn red. Also, the moisture doesn’t last long and doesn’t feel like it’s penetrating into my skin but, for some time it works so I give this protect three stars.",1
I love these wipes! They really do  provide salon results and helped my skin look so much better! i can see an improvement in overall texture and tone. My pores even look smaller and my dark spots have lightened. I just bought a larger pack and im going to buy even more for back up!,2
"LOVE THIS FRAGRANCE!!! Not only is the formula amazing for my lips, it smells amazing! I really hope they make this one permanent!! I bought three just b/c I saw it was temporary.",2
It dries my lips out so bad. I don’t have an issue with dry or cracked lips but this only caused me to have exactly that ☹️,0
"My favorite cleanser. Gentle, takes makeup off well, smells great.",2
Was only a temporary boost of hydration. At $20 I’d have liked it to last more than just a few hours.,0
I love this Alpha Beta Extra Strength daily peel by Dr. Dennis Gross. It’s such a gentle yet powerful exfoliant. I’m of African descent and I get dark marks from time to time but this helps alot. Also helps hyperpigmentation. Be careful though. It had AHA’s in it so wear your suncreen regularly.,2
"I ordered this based on reviews, because I tend to get flaky lips (no matter what I slathered on at night). This product is hands down my one and only nighttime lip treatment. It does exactly what it claims. It’s certainly for bedtime, as it’s too thick for daywear IMO. But comfortable to sleep with. Will buy forever!",2
"I use these lip masks all day, every day. I have horrible dry mouth from medications, and when you have nothing on your lips + dry mouth, you might as well be alone in a desert. These lip masks have done wonders for my lips, I cannot even. I bought literally every “flavor” and use them constantly. They are my favorite product from Sephora. I only gave 4 stars on this because the flavor is NOT gummy bear... it’s grape. I personally hate grape everything, forever, so I use this one before bed.",2
"I LOVE this product so much! Being a lazy girl I don’t like to spend too much time removing my make up. I just splash my face with water and rub the soy face cleanser on my eyes to remove eye shadow, mascara, eyeliner. It also washes your face quite well without drying it out.Only negative point is the price!",2
"Smells amazing, did nothing. It’s very messy. Beautiful packaging though.",0
"I love Fresh brand and this cleanser. I have dry and sensitive skin, but after washing my skin is not irritated, there is no dryness, only moisturizing and comfort. Once finished - I’ll buy again",2
i will always have this on my bedside table. havent had cracked or bleeding lips in years because of this,2
This is a great product. I thought it would dry my skin out but it didn’t. Skin looked smoother after just a couple of treatments.,2
"this is my everyday moisturizer, I use it day and night. I am lucky enough to have good skin, I’m 26, and although I have hormonal acne my skin has always been relatively clear.  The past year I’ve had eczema on my face, and no idea what the cause is. this moisturizer has really helped to calm and hydrate my skin. I won’t say that this itself has cures my eczema, because it didn’t, but it definitely helped keep my skin well hydrated to help combat it.I used to have a summer moisturizer and a winter one, now I just have this and love it.",2
First time I bought it and lasted me about 3 months 1/2. I’m allergic to a lot of floral fragrances and this face is so gentle and hydrating. I felt it kept my skin clear and it took my makeup. Highly recommend!,2
"I don’t usually do reviews but I am about to buy my second bottle of the lips mask!! I used to have my lips dry all the time always applying chapsticks and this overnight lip mask saved my lips, they feel soft and look plump because they’re hydrated!!",2
"Seriously, buy the big one. You won’t regret it. I cannot get enough of this moisturizer. I would buy this by the barrel if I could. I’ve been using this as a daily moisturizer for years now. I use it on my face and body. For my face I typically just use it at night as it is a heavier moisturizer and use FAB’s face specific moisturizer in the morning. But on days I think I really need the extra hydration I’ll use it in the morning as well. My skin is incredibly sensitive and this not only moisturizes, sinks in fast, and wears well under makeup...it also calms my skin after iritation! Weather it’s a new skin care product that burns, new laundry soap that itches, dry hands from hospital sanitizers, or an allergic reaction, I know this moisturizer will calm and soothe my skin.",2
I got the candy one and I am obsessed with it! I use a watermelon sleeping mask on my face with this Lip mask on my lips every single night and I could not be happier with the results. I will purchase over and over again!! Thank you!,2
"I’ve been using this lip mask for two years daily, multiple times per day, and I’ve only had to replace it 3 times. One of my must haves! It leaves you’re lips glossy, soft and moisturizer. I use it before bed and through the day as needed. Come to think of it... I don’t think I’ve worn any lipstick or liquid lipstick since I first purchased this lip mask.",2
Really nice texture.  Not sticky.  Great results.  Amazing smell.,2
"I genuinely love this oil. Simple, pure organic. Great at hydrating and softening skin. it’s made my skin more plump and even helped out with little breakouts. I just think it’s a bit on the pricey side for just having one ingredient.",2
"I know the ingredients are fairly basic, so I cant tell you what makes this lip mask my favorite lip mask…but it is. I’ve bought this mask 3 separate times. The scent is nice and doesn’t irritate, and the balm is perfect to apply at night. I’ve even layered it over cerave cream for extra moisture.",2
"Mid results, feels good on lips, but also the flavor/scent is nauseating",1
"I have always used a thin layer of good old Vaseline on my lips, sometimes over a dab of lotion, and that will always work well. However- This product is superb! It leaves my lips so supple and soft. It really is the best. It is a luxury item for me but I love it.",2
Received this in my Birthday gift and LOVE IT! Have been struggling with chapped lips during the day and this has finally taken care of it. Use it at every night and a very light coating in the morning.,2
This lip mask is overpriced. I have gotten the same results using Vaseline. It does have a great smell but that it not enough to convince me to purchase again.,0
"Love it. Lots of people are saying it didn’t moisturize and that’s odd the me cause it’s SUPER hydrating! And it lasts! I use it during the day also cause I like the shine and hydrating effects. It’s pricey but the jar lasted me nearly a year. And I legit rarely actually finish a product but I scraped out every lively morsel of this stuff!!! I also tend to break out around my lips with certain lip products, and that doesn’t happen at all with this stuff!",2
Really nice product! A little goes along way and my lips feel nourished when I wake up in the morning. The berry scent is lovely and not over powering. This would make a really nice gift. I love the little spoon it comes with for application.,2
"I didn’t know whether to love this product or not. I tried using it as a regular lip balm but it made my lips peel and although it was soft after peeling that was annoying AF. So what I do now is put it over Vaseline before I go to bed and I wake up with soft, non peeling lips! And I know it’s not just the Vaseline doing this because using that by itself makes my lips dry. Next time, I’ll try the Aerin lip balm though.",1
Disappointed. I’ve used it every night for a week and I wake up with chapped lips. I do not see a difference at all.,0
"If you have lips that are frequently dry or irritated, give this lip mask a try! I apply at night (and sometimes the morning when my lips need extra help) and it really helps them recover. This is also a great value since a little goes a long way and there is so much product in the jar.",2
"Amazing gift! I got this as a gift for my friends little sister, and she loved it so much! It smells amazing and she loves it.",2
"This cream is worth every penny. I love that I can use it for everything from cracked heels to wind-burned cheeks. It is intense, but doesn’t make my face oily (as long as I don’t over do it).  I do prefer the tub to the tube as it is much easier to get every last bit out of the tub. I wish the value size was available in the tub as well.",2
"I bought this as I’ve been having dry lip issues for months now. I was surprised by how big the container is, and it comes with a handy applicator so you don’t have to dip your fingers in. I’ve been wearing mine throughout the day, rather than just at night, but the results were basically instant - no more rough lips, no more peeling, and my lips look (and feel) softer, tighter, and somehow bigger? this stuff works, even if just for a good smelling (and tasting) lip balm/gloss. Has a shine to it, but still pretty “boyfriend friendly“ as I call it - so no goopy lip gloss tradeoff when you kiss :P",2
This product is a game changer. Definitely worth the money. I finally don’t have chapped lips all the time. I bought the BITE lip balm which was almost $30 and it did nothing compared to this.,2
"Dries out my lips, really wanted to like this but I wake up with such dry lips when I use it",0
First time trying this flavor ... it is wonderful just like all the other ones I’ve tried!! Love buying this lip mask for gifts too because everyone always loves it! Leaves lips feeling smooth and soft. I like that it comes with a little applicator so I don’t have to waste it by using my fingers. A little goes a long way so totally worth the price!,2
"I have been using this product for probably five years now it has replaced all other moisturizers for me.  The 1.7 ounce bottle lasts me about six to eight months so its really not that expensive, I have really sensitive skin and this does not break out my skin at all I use it in the morning before I put on my makeup and at night after I take my makeup off no breakouts just healthy looking skin.",2
"I love this lip mask, I haven’t seen massive results but it does hydrate my lips. Smells yummy just like a strawberry gummy kind of smell, or a lollipop. Not sure how to explain the smell lol but it does smell like candy, I’m a bigger fan on the sweet candy scent than the berry. Not that the berry scent is bad, it just got old quickly and I got sick of it. But this lip mask is great, one of my favorites, stays on all night.",2
"I’ve tried to stray simply because I wanted to save some money. But time after time, I keep coming back to this gem. It helps my texture - my skin feels so smooth and this also helps with congestion. I’d highly recommend for combo skin, whether you lean slightly oily or dry (I’m combo with some dry spots in winter). Flakes GOODBYE!",2
Smells more like maple syrup than a ginger snap :/ still a great product though,2
"Based on some other reviews, I got the original color/scent. I do like it - there are no downsides to the product itself, but I just don’t think it’s worth the money. I also looked through reviews of many lip masks before getting this, and it seemed to be the most promising.The first few times I used it, I felt like maybe my lips had a bit more plump and a bit more color to them. After using it a bit more, I think I was just seeing what I wanted to see. Like I said, it’s not a bad product, but it really doesn’t do anything differently than putting chapstick on your lips before going to bed, which I would always do anyway. It comes with a tiny applicator to put it on your lips (I don’t say this as a negative thing - it’s tiny because of what it’s used for - it’s not actually an issue and is the size you would expect), but in order to keep it, and the little pouch you store it in,  from getting all gunky, you have to wipe it off after every time you use it. It’s understandable, but also just makes it more work than simply using chapstick. If you want to splurge on something other than $1 chapstick for your lips, this is definitely the product, but if you’re looking for results beyond what you would get with that, this isn’t too much different.",1
"The formula looks good on - like a silkier lip gloss that gives a *tiny* bit of plumpness, BUT, when it’s NOT on my lips, my lips feel like they have tears in them and are extremely dry. I wouldn’t wish this upon anyone. Save your money.",0
"its okay, I had better results in using a lip balm before sleep. For me was not hydrating enough. I used it every night for 1 month, will continue using it because I have it, I will not repurchase, I will look for something else.",2
"I am absolutely in love with this product. I normally avoid lip masks because they cause my face to break out, but this one didn’t do that at all. It made my lips sooooo soft and smells incredible. Would recommend!",2
"I’ve tried 100000000 lipsticks, lip masks, lip scrubs and nothing ever worked for my year long chapped lips. This product changed my life! It is so thick and stays on for so long. I wear it during the day and before bed and wake up with hydrated lips! Absolutely will buy this product again",2
I put this one almost every night! My lips feel soft and supple the next morning!,2
"Nice smell and feels nice when you put it on, but I don’t see a difference in how moisturized my lips are/stay the next day.",1
"Overall I’d say this is a very nice Lip product that will leave your lips feeling moisterized and glossy, though I’m not sure that I buy the hype that it is a “sleep mask.“ The packaging included a little applicator brush, and I would consider using this as an everyday lip gloss. No weird reactions after a week of use, and it is has a lovely berry smell. No weird taste either! I received this product as a free sample to test from Influenster.",1
I got this as a birthday gift. it leaves my lips super plump! will buy it,2
"I go this as a free sample and wow! I’ve never loved a lip product more. I’m a little hesitant about spending $22 on the full size, but the miniature free one did last me a while so the $22 could be a great investment.",2
"I really like this lip mask. It feels so luxurious on. I use mine mostly at night, and I wake up and my lips are still so moisturized. You don’t need much to get great coverage, so this will last a long time. All of the lip items I’ve tried from this brand I love. The lip applicator that comes with it is awesome as well, so I don’t have to dip my fingers in the product. Give it a try, you won’t be disappointed!!",2
I really don’t understand the hype. My skin had a burning sensation and became dull. I really don’t recommend this. Will be using this ad body cream.,0
I received this product as a 3 day sample and I love it. Didn’t hurt my sensitive skin at all. I will be buying this product as soon as it is in stock again.,2
Love love this cream.  I’ve purchased it twice already.  I have sensitive and very dry skin and this is perfect.  It also lasts forever.  I’ve tried so many moisturizers and this by far is the best one for dry sensitive skin.,2
"Love this stuff, this is my third time repurchasing. I use it at night before bed and before I head out the door in the morning. Smells great and feels really wonderful on the lips. I have tried a lot of lip products and most dry my lips out when they wear off but even when this is gone my lips feel nice and soft. Now I only buy this and the Jack Black lip balm.",2
"I love the lip masks. I was excited that they had a new scent- peach ice tea. But it’s so disappointing! No scent at all. I will be exchanging it for the ones that I’ve tried before and love - vanilla, berry. This one would be best named as neutral. Still had the excellent benefit of hydrating, but do not buy for the scent as there isn’t one.",1
I have been using these pads for maybe a year now since reading an article with Chrissy Teigen. I absolutely LOVE them! I get asked all the time if I get Botox in my forehead but I have never gotten Botox in my life! They are very expensive but I refuse them. I will use them one morning then put them back in packaging and in a plastic bag and reuse the other side the next morning! There’s enough product on it to last 2 uses per pad. I swear by these in my morning routine!,2
I just ordered this and it’s the same good consistency of the regular product just a new flavour but. I wouldn’t say this tastes like gummy bears so this is more of an artificial grape candy flavour which is still really good,2
Initially this product feels really soothing but I honestly feel like my lips are getting drier after I use this product and I have to reapply it so frequently it’s not worth the price,0
"Nothing about this product stood out to me. I have normal to dry skin and I use CeraVe hydrating creme face cleanser, and this face wash is so much cheaper than the fresh cleanser. This fresh cleanser wasn’t really drying it had a cucumber smell to it so if you don’t like that you won’t like this, but for it to not really do anything fantastic I will stick to my cheaper CeraVe cleanser.",0
"I have oily skin so I would only use this sparingly when my nose was raw when I was sick. I always liked it but never used it that much. Recently I tried it as a hand cream when my hands were especially chapped, cracked, and painful. In 2 days it fully healed them. This stuff is gold!!",2
Y’all. This stuff is freaking amazing!!! My lips have never been softer! I use it every night after I’ve done my skincare routine and then put this on as my last thing before bed and wow the results are undeniable! And I’m loving the vanilla scent! I will absolutely be repurchasing this and more products from this brand to try! 10/10 would recommend this product!,2
My first experience trying Dr. Gross Alpha Beta Extra Strength Daily Peel I really loved the product along with the packaging.  I received the product as a sample and in the first few days of using it I could see a difference in my skin and acne on my face.  I do plan on purchasing Dr. Dennis Gross Peel.  This is a great product and have already told my friends.,2
Makes my skin so so soft.  Second time purchasing this item.,2
Seen a huge difference in my face in just one application! The dark circles around my eyes are also visibly lighter! Love this product,2
"The first time i used this, I had been living with dry lips for years. I had basically given up trying to find a solution. The first night I put it on, it was thick and I thought it would for sure rub off on my pillow. This stuff is magical! It stayed on all night and I woke up with soft lips for the first time in years! I couldn’t believe it. Fast forward four months of use, I now also use it before liquid lipsticks that tend to dry me out. My toddler also tends to lick and bite her lips throughout the day making a crusty, red line around her little lips. One application of this right before bedtime and you can’t tell there was ever a problem in the morning! I have bought more for my teens as well as a purse-sized jar. I won’t be caught without it!",2
Less than impressed. It just sits on top of your lips and does not really sink in to moisturize. Lips felt dry and chapped in the morning.,0
"I have probably 2 shoe boxes full of lipglosses and lipsticks. For dry lips this is the only lip mask that works as well as some medicated/menthol types. I was using it at night and had smooth lips all day without those gross dry spots I Always would get. But I love the texture and very slightly opaque color of this so I wear it night and day now. Unless I have a lipstick on, this is on me. <3",2
I have used both the original and the Vanilla Flavour these are AMAZING!! Worth every penny! I use them all day like a lip balm. They are perfection for Newfoundland winters! Don’t skip on this product!!,2
It might be basic and viral but it’s good! Not too overpowering of a scent in vanilla.,2
"I LOVE this sleep mask!! I had tried a friend’s before buying myself because it is a bit of a commitment, but I am so glad I did it. It is so pretty and the plumping is so subtle and does not sting like others. I wear this during the day because of how soft it makes my lips. The only reason I put 4 stars is because the flavor is very strong and slightly reminds me of grape cough medicine. When I buy this again I think I will try another flavor.",2
I usually use vanilla but decided to try out ginger snap for the holidays. It’s a really pretty color but not practical to sleep with or for use as an overnight mask since it stains my pillows. Lesson learned!,2
Absolutely amazing. it’s aesthetic and amazing. will always keep repurchasing.,2
"Absolutely brilliant! My lips feel so soft and full, I notice the effects after it absorbs in an hour or two. Also great to use in the mornings (give yourself time to let it absorb before applying any other lip wear). I have subtle lip fillers and this seemed to really bring them out more. I actually had the mint chocolate flavour, the only thing I wish is that the flavour/scent was a bit stronger.",2
"A little about my skin:-combo/oily -acne proneI have a jar of this as a backup for when I run out of my lineup of regular moisturizers- I bought it thinking it would help my dry patches in the winter and then got too lazy to return in. EVERY SINGLE TIME I USE IT, I BREAKOUT. My skincare consists of aha/bha 2-3 nights per week and vitamin c the other nights. I typically use the Inky List Peptide moisturizer, IT cosmetics Secret Sauce, or the Glow Recipe watermelon gel moisturizer (dependent on heat/humidity) and never breakout. But as soon as I use this on my face, WHAM! pimple. I’ll give this a 1 because it also doesn’t do much for moisturizing in the winter when my skin needs more hydration and moisture. It’s overpriced and not worth the hype.",0
I have super sensitive skin and this cleanser is really gentle on it. I love the smell not sure why the bad reviews but to me it smells like cucumber or some herb. I love it as my second cleanser. Highly recommend.,2
"So light and a great daily cleanser. I tend to dry out super easily with face wash, but this never dries my face out. I’ve been using it for about 4 years and still love it!",2
"Smell is really good. It moisturizes for the moment, however it’s not long lasting",2
"I tend to get really dry lips in the winter, but I put a good layer on at night. I wake up with plump and moisturized lips! 10/10 recommend!",2
"this one is hands down the best lip mask/balm i have ever used the smell/taste are amazing and very settle i have tried many lip masks and balms such as the milk makeup melatonin one that had the strongest most overwhelming smell ever and i have tried fresh sugar caramel which was good but didn’t last at all , i have also tried the biossance one which is good but not for intense hydration the scent for me is better than the summer fridays one although it is not natural vanilla but it is so good reallyi did even try berry one and i love it too as it has the same formula but as the scent goes i do prefer the vanilla one for sure but they both translate clear on the lipswill definitely appreciate if they bring the grapefruit one at sephora so that i could purchase it",2
"Feels, smells, and tastes like cheap chap stick. Leave any lips feeling more dry and chapped than before applying",0
"It does help reduce flakiness, but doesn’t completely make it go away. You have to layer it on pretty thick, and it takes a while to sink in so it does get on my pillow sometimes. I also sometimes wake up with the residue stuck to the corners of my lips. Might repurchase, but might also try a different product.",2
"I had come across this product in one of the skincare videos on YouTube, and figured I’d give it a shot, as that I am susceptible to finding and buying the next ’holy grail’ product.  And I am very pleased with this lip sleeping mask!  I live where it is very dry (Colorado), and I like how on some mornings, that I can still feel this product on my lips.  So, it has great staying power and it also feels really good, too.  I am glad that I switched to this about a week ago from my standard lip balm.  I have a Burt’s Bees in a cannister (versus a tube), and I’m enjoying switching it up, with this Laneige lip balm (err, mask).",2
"I have received a trial size of this product from the Sephora Rewards.I think it might have gone bad because, being of Italian origin, the oil in the bottle smelled like Sopressata (a type of cured salami).  Thank God that the smell disappeared after a few minutes of applying the oil to my face.  The texture was ok. It did not leave a greasy residue and was absorbed into the skin. Would I repurchase? No.",0
It works! It’s lightening the melasma spots on my face and my face feels and looks tighter! Makeup glides with ease on my skin. Im 37. I no longer have textured stucco looking skin lol Its as soft as baby’s skin!,2
"I am a swimmer. I am in the sun and chlorine a lot. My face had patches of dry skin around my nose, chin, and forehead. I bought a value package and it had this moisturizer in it. Honestly, this brand has helped my skin so much. I don’t have patches of dry skin on my face anymore. The redness has somewhat decreased. When I’ve used other products I’ve had breakouts. I definitely would recommend.",2
"I think that this is a nice product. It has a whipped texture, so you only need a little bit for a lot of moisture. It’s very gentle and the unscented. It absorbs very quickly, but doesn’t really leave me feeling super moisturized. The only other problem I have with this product is that it tends to pill around the edges of my face into these little chunks which isn’t pleasant to peel off. But all in all, not a bad product. Good for sensitive skin.",2
"I have acne prone, textured skin (t-zone) and this product has helped clear up come breakouts I get from my period in a matter of a few days! It is on the more expensive side, but if you use when you’re having troubles with your skin, you will feel and see the difference.",2
I would have loved to try it. I got it as a trial size with a recent promotion. I was going to put a few drops on my face and smooth a few drops on the end of my hair. You can imagine my surprise when I tried to use the dropper only to get air! What a bummer!,0
"Good product, but LANEIGE tests on animals. Not cruelty-free. Get it together, LANEIGE. Hope this posts.",0
"all day, every day! its just the best lip balm ever especially in the drying heat!",2
It’s a gel cleanser. My face looks and feels pretty clean after using. It smells terrible.  I hold my breath while applying it.,2
DR DENNIS GROSS ALPHA BETA® EXTRA STRENGTH DAILY PEEL Was surprisingly good. It was my first time trying it as a sample and I loved it!,2
"I was shocked that I liked this so much. I had tried the watermelon one and it just didn’t seem moisturizing enough. So, I’m not sure if it is because the weather is different right now or if the formula is a little bit different. I live in Tennessee so we have 4 distinctive seasons and I typically have to change my skincare when the weather changes. I love the vanilla scent and it really doesn’t take much for the product to do its job.",2
My skin was so dry and damaged after radiation treatment. This product is amazing. I rub it in to my face and neck two times a day and my skin is smooth soft and supple again and no more itching thank you!!!!!!!,2
"This product does what it says, definitely a luxury item for someone who likes to keep everything moisturized. Makes those midnight kisses a little sweeter too. Without proper hydration and appropriate exfoliation, you can’t expect beautiful lips every night. I keep my blistex right next to it for the harsher months.",2
"Had a feeling that I damaged my skin’s moisture barrier so I needed a gentle cleanser that would properly cleanse my skin without further irritating it. I received a sample of this product a few years back and remember having a good experience with it. I have very sensitive skin so I was very satisfied with how clean my skin felt after using such a gentle cleanser. My skin feels clean, not stripped, after using this and I even though it was definitely a splurge, I think it was worth it to help restore my skin.",2
"Sadly, after two weeks, I saw no improvement at all. I did purge a bit, but luckily no redness. I expected some of my acne marks to fade at least a tiny bit, but I saw not even a slight improvement. Maybe it works better on some. My skin type is dry and very acne prone. I get marks quite easily. I do suggest cutting the strips in half as they are saturated with product, and starting off with the mini version to test it out.",0
"i don’t think i’ve ever had softer lips. this is perfect for kissing. if you know you’re gonna be kissing someone the next day use this the night before. it hydrates, restores and makes your lips feel like a baby’s butt.",2
"Let me preface this by saying, I have sensitive skin. Tried this product and on night one, not too much difference, so I figured I would try it again. Night two was horrible - woke up with extremely dry cracked lips that I am still trying to moisturize back to health. This is not worth the $ at all.",0
This peel works very well! I noticed results after just one use. Excited to see what it can do after continued use!,2
I used the Sugar recovery lip mask before i used this and found that one so much better than this. This barely worked on making my lips soft and just worked like some regular lip balm. I ordered it and got it with two other products so i will keep t but i wish i could have returned it.,0
This makes my lips dry... I don’t understand why so many people love this.... definitely won’t buy again.,0
"My skin type: dry+comboThis is a beloved product for a lot people, but it didn’t do anything for me. Felt skin was dry after using this but not in a good way and still felt not everything was washed off. Drug store brand cetaphil in comparison was way better than this.",0
"I have used this mask for 2 years now and happy to report that it really works. My lips are not unusually dry and I use no lip makeup. However, with the unpredictable weather in Toronto, I do need to take care.I apply the mask at night and rinse off in the morning. My lips are supple and soft. Even in really cold, below freezing weather, my lips haven’t cracked or become dry. If you’re on the fence, buy the Goodnight kit from the website - it has the mini versions of the Water sleeping mask and the lip sleeping mask for $13.",2
I almost never write reviews but I feel compelled to share as I’m sure there are lots of people like me who balk at spending this much money on face wipes... these are worth it!! So far this is the only product I’ve found that actually makes a noticeable difference on the discoloration and texture of my skin. So happy to have found these.,2
This moisturizer is a must have! This helps with dryness and is very light and gives your complexion a nice glow. Love this product!,2
Great cleanser for oily skin. But only in the winter months. I live in the desert so I normally use stronger cleansers. But those leave me too dry in the winter months even tho I have oily skin. This works great but I would not use in the summer months,2
"I have found this works much better as an overnight mask when I just use a thin layer, and also not over anything else. For me, it works better actually making contact with your lips. Surprisingly, this lip mask also works well as a daily balm, again as a THIN layer. I just keep this at my desk while working and swipe a thin layer on maybe twice a day? Works amazingly well. My lips are smooth and moisturized, only other care I do is once a week a lip scrub. Haven’t tried the other scents yet but if they perform like the original I can’t wait!",2
"I wanted something to hydrate my lips, since o get really dry lips on winter. Bought this things and couldn’t be more disappointed. Every night I use this, I wake up with rough and even drier lips. You’d be better off using pure coconut oil than spending $20 on a tiny container that had frustrating results. Won’t repurchase and won’t recommend!",0
